,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
2338,speculate,speculated,spɛkjəleɪt,spɛkjəleɪtɪd,-ɪd,Reg,No,-ɪd
2339,menstruate,menstruated,mɛnstrueɪt,mɛnstrueɪtɪd,-ɪd,Reg,No,-ɪd
2340,complain,complained,kəmpleɪn,kəmpleɪnd,-d,Reg,No,-d
2341,bombard,bombarded,bɑmbɑrd,bɑmbɑrdɪd,-ɪd,Reg,No,-ɪd
2342,huddle,huddled,hʌdəl,hʌdəld,-d,Reg,No,-d
2343,wash,washed,wɑʃ,wɑʃt,-t,Reg,Yes,-t
2344,quell,quelled,kwɛl,kwɛld,-d,Reg,No,-d
2345,intervene,intervened,ɪntərvin,ɪntərvind,-d,Reg,No,-d
2346,resuscitate,resuscitated,rɪsʌsɪteɪt,rɪsʌsɪteɪtɪd,-ɪd,Reg,No,-ɪd
2347,synthesize,synthesized,sɪnθəsaɪz,sɪnθəsaɪzd,-d,Reg,No,-d
2348,evade,evaded,ɪveɪd,ɪveɪdɪd,-ɪd,Reg,No,-ɪd
2349,knight,knighted,naɪt,naɪtɪd,-ɪd,Reg,No,-ɪd
2350,found,founded,faʊnd,faʊndɪd,-ɪd,Reg,No,-ɪd
2351,button,buttoned,bʌtən,bʌtənd,-d,Reg,No,-d
2352,politicize,politicized,pəlɪtɪsaɪz,pəlɪtɪsaɪzd,-d,Reg,No,-d
2353,clamp,clamped,klæmp,klæmpt,-t,Reg,No,-t
2354,malfunction,malfunctioned,mælfʌŋkʃən,mælfʌŋkʃənd,-d,Reg,No,-d
2355,harm,harmed,hɑrm,hɑrmd,-d,Reg,No,-d
2356,transcribe,transcribed,trænskraɪb,trænskraɪbd,-d,Reg,No,-d
2357,hark,harked,hɑrk,hɑrkt,-t,Reg,No,-t
2358,pamper,pampered,pæmpər,pæmpərd,-d,Reg,No,-d
2359,formulate,formulated,fɔrmjəleɪt,fɔrmjəleɪtɪd,-ɪd,Reg,No,-ɪd
2360,exorcize,exorcized,ɛksəsaɪz,ɛksəsaɪzd,-d,Reg,No,-d
2361,fish,fished,fɪʃ,fɪʃt,-t,Reg,No,-t
2362,reduce,reduced,rɪdus,rɪdust,-t,Reg,No,-t
2363,recapitulate,recapitulated,rikəpɪʧəleɪt,rikəpɪʧəleɪtɪd,-ɪd,Reg,No,-ɪd
2364,oil,oiled,ɔɪl,ɔɪld,-d,Reg,No,-d
2365,expect,expected,ɪkspɛkt,ɪkspɛktɪd,-ɪd,Reg,Yes,-ɪd
2366,undertake,undertook,əndərteɪk,əndərtʊk,eɪ-ʊ,Irreg,No,vowel change
2367,categorize,categorized,kætəgəraɪz,kætəgəraɪzd,-d,Reg,No,-d
2368,ripple,rippled,rɪpəl,rɪpəld,-d,Reg,No,-d
2369,slave,slaved,sleɪv,sleɪvd,-d,Reg,No,-d
2370,heave,heaved,hiv,hivd,-d,Reg,No,-d
2371,orient,oriented,ɔriɛnt,ɔriɛntɪd,-ɪd,Reg,No,-ɪd
2372,terrify,terrified,tɛrəfaɪ,tɛrəfaɪd,-d,Reg,No,-d
2373,flower,flowered,flaʊər,flaʊərd,-d,Reg,No,-d
2374,glitter,glittered,glɪtər,glɪtərd,-d,Reg,No,-d
2375,disquiet,disquieted,dɪskwaɪət,dɪskwaɪətɪd,-ɪd,Reg,No,-ɪd
2376,testify,testified,tɛstɪfaɪ,tɛstɪfaɪd,-d,Reg,No,-d
2377,publish,published,pʌblɪʃ,pʌblɪʃt,-t,Reg,No,-t
2378,adhere,adhered,ədhɪr,ədhɪrd,-d,Reg,No,-d
2379,equate,equated,ɪkweɪt,ɪkweɪtɪd,-ɪd,Reg,No,-ɪd
2380,sustain,sustained,səsteɪn,səsteɪnd,-d,Reg,No,-d
2381,avenge,avenged,əvɛnʤ,əvɛnʤd,-d,Reg,No,-d
2382,rifle,rifled,raɪfəl,raɪfəld,-d,Reg,No,-d
2383,print,printed,prɪnt,prɪntɪd,-ɪd,Reg,No,-ɪd
2384,issue,issued,ɪʃu,ɪʃud,-d,Reg,No,-d
2385,nest,nested,nɛst,nɛstɪd,-ɪd,Reg,No,-ɪd
2386,salute,saluted,səlut,səlutɪd,-ɪd,Reg,No,-ɪd
2387,dunk,dunked,dʌŋk,dʌŋkt,-t,Reg,No,-t
2388,unbuckle,unbuckled,ənbəkəl,ənbəkəld,-d,Reg,No,-d
2389,recline,reclined,rɪklaɪn,rɪklaɪnd,-d,Reg,No,-d
2390,bully,bullied,bʊli,bʊlid,-d,Reg,No,-d
2391,burgeon,burgeoned,bərʤən,bərʤənd,-d,Reg,No,-d
2392,forgive,forgave,fərgɪv,fərgeɪv,ɪ-eɪ,Irreg,No,vowel change
2393,qualify,qualified,kwɑləfaɪ,kwɑləfaɪd,-d,Reg,No,-d
2394,murmur,murmured,mərmər,mərmərd,-d,Reg,No,-d
2395,imagine,imagined,ɪmæʤən,ɪmæʤənd,-d,Reg,No,-d
2396,teach,taught,tiʧ,tɔt,iʧ-ɔt,Irreg,Yes,ruckumlaut
2397,reproach,reproached,riproʊʧ,riproʊʧt,-t,Reg,No,-t
2398,generate,generated,ʤɛnəreɪt,ʤɛnəreɪtɪd,-ɪd,Reg,No,-ɪd
2399,bash,bashed,bæʃ,bæʃt,-t,Reg,No,-t
2400,swot,swotted,swɑt,swɑtɪd,-ɪd,Reg,No,-ɪd
2401,blister,blistered,blɪstər,blɪstərd,-d,Reg,No,-d
2402,thread,threaded,θrɛd,θrɛdɪd,-ɪd,Reg,No,-ɪd
2403,launch,launched,lɔnʧ,lɔnʧt,-t,Reg,Yes,-t
2404,stratify,stratified,strætəfaɪ,strætəfaɪd,-d,Reg,No,-d
2405,omit,omitted,oʊmɪt,oʊmɪtɪd,-ɪd,Reg,No,-ɪd
2406,desiccate,desiccated,dɛsəkeɪt,dɛsəkeɪtɪd,-ɪd,Reg,No,-ɪd
2407,round,rounded,raʊnd,raʊndɪd,-ɪd,Reg,No,-ɪd
2408,sicken,sickened,sɪkən,sɪkənd,-d,Reg,No,-d
2409,wither,withered,wɪðər,wɪðərd,-d,Reg,No,-d
2410,prejudice,prejudiced,prɛʤədəs,prɛʤədəst,-t,Reg,No,-t
2411,undergo,underwent,əndərgoʊ,əndərwɛnt,goʊ-wɛnt,Irreg,No,other
2412,clump,clumped,kləmp,kləmpt,-t,Reg,No,-t
2413,assign,assigned,əsaɪn,əsaɪnd,-d,Reg,No,-d
2414,feed,fed,fid,fɛd,i-ɛ,Irreg,No,vowel change
2415,dissatisfy,dissatisfied,dɪsætəsfaɪ,dɪsætəsfaɪd,-d,Reg,No,-d
2416,dine,dined,daɪn,daɪnd,-d,Reg,No,-d
2417,blush,blushed,blʌʃ,blʌʃt,-t,Reg,No,-t
2418,feel,felt,fil,fɛlt,i-ɛt,Irreg,Yes,vowel change + t
2419,relate,related,rɪleɪt,rɪleɪtɪd,-ɪd,Reg,Yes,-ɪd
2420,number,numbered,nʌmbər,nʌmbərd,-d,Reg,No,-d
2421,fancy,fancied,fænsi,fænsid,-d,Reg,No,-d
2422,suckle,suckled,sʌkəl,sʌkəld,-d,Reg,No,-d
2423,plummet,plummetted,plʌmət,plʌmətɪd,-ɪd,Reg,No,-ɪd
2424,notify,notified,noʊtəfaɪ,noʊtəfaɪd,-d,Reg,No,-d
2425,wrest,wrested,rɛst,rɛstɪd,-ɪd,Reg,No,-ɪd
2426,mist,misted,mɪst,mɪstɪd,-ɪd,Reg,No,-ɪd
2427,miss,missed,mɪs,mɪst,-t,Reg,Yes,-t
2428,disown,disowned,dɪsoʊn,dɪsoʊnd,-d,Reg,No,-d
2429,moan,moaned,moʊn,moʊnd,-d,Reg,No,-d
2430,differ,differed,dɪfər,dɪfərd,-d,Reg,No,-d
2431,jet,jetted,ʤɛt,ʤɛtɪd,-ɪd,Reg,No,-ɪd
2432,swarm,swarmed,swɔrm,swɔrmd,-d,Reg,No,-d
2433,blossom,blossomed,blɑsəm,blɑsəmd,-d,Reg,No,-d
2434,divorce,divorced,dɪvɔrs,dɪvɔrst,-t,Reg,No,-t
2435,interact,interacted,ɪntərækt,ɪntəræktɪd,-ɪd,Reg,No,-ɪd
2436,swipe,swiped,swaɪp,swaɪpt,-t,Reg,No,-t
2437,revive,revived,rɪvaɪv,rɪvaɪvd,-d,Reg,No,-d
2438,paint,painted,peɪnt,peɪntɪd,-ɪd,Reg,Yes,-ɪd
2439,eddy,eddied,ɛdi,ɛdid,-d,Reg,No,-d
2440,station,stationed,steɪʃən,steɪʃənd,-d,Reg,No,-d
2441,storm,stormed,stɔrm,stɔrmd,-d,Reg,No,-d
2442,aver,averred,eɪvər,eɪvərd,-d,Reg,No,-d
2443,compromise,compromised,kɑmprəmaɪz,kɑmprəmaɪzd,-d,Reg,No,-d
2444,begrudge,begrudged,bɪgrʌʤ,bɪgrʌʤd,-d,Reg,No,-d
2445,enact,enacted,ɪnækt,ɪnæktɪd,-ɪd,Reg,No,-ɪd
2446,store,stored,stɔr,stɔrd,-d,Reg,No,-d
2447,lease,leased,lis,list,-t,Reg,No,-t
2448,bumble,bumbled,bʌmbəl,bʌmbəld,-d,Reg,No,-d
2449,slosh,sloshed,slɑʃ,slɑʃt,-t,Reg,No,-t
2450,blitz,blitzed,blɪts,blɪtst,-t,Reg,No,-t
2451,needle,needled,nidəl,nidəld,-d,Reg,No,-d
2452,park,parked,pɑrk,pɑrkt,-t,Reg,Yes,-t
2453,dishonour,dishonoured,dɪsɑnər,dɪsɑnərd,-d,Reg,No,-d
2454,plane,planed,pleɪn,pleɪnd,-d,Reg,No,-d
2455,brainwash,brainwashed,breɪnwɑʃ,breɪnwɑʃt,-t,Reg,No,-t
2456,chair,chaired,ʧɛr,ʧɛrd,-d,Reg,No,-d
2457,part,parted,pɑrt,pɑrtɪd,-ɪd,Reg,No,-ɪd
2458,differentiate,differentiated,dɪfərɛnʧieɪt,dɪfərɛnʧieɪtɪd,-ɪd,Reg,No,-ɪd
2459,consult,consulted,kənsʌlt,kənsʌltɪd,-ɪd,Reg,No,-ɪd
2460,believe,believed,bɪliv,bɪlivd,-d,Reg,No,-d
2461,sunbathe,sunbathed,sʌnbeɪð,sʌnbeɪðd,-d,Reg,No,-d
2462,postulate,postulated,pɑsʧəleɪt,pɑsʧəleɪtɪd,-ɪd,Reg,No,-ɪd
2463,oscillate,oscillated,ɑsəleɪt,ɑsəleɪtɪd,-ɪd,Reg,No,-ɪd
2464,scheme,schemed,skim,skimd,-d,Reg,No,-d
2465,throttle,throttled,θrɑtəl,θrɑtəld,-d,Reg,No,-d
2466,dam,dammed,dæm,dæmd,-d,Reg,No,-d
2467,lament,lamented,ləmɛnt,ləmɛntɪd,-ɪd,Reg,No,-ɪd
2468,double,doubled,dʌbəl,dʌbəld,-d,Reg,No,-d
2469,anticipate,anticipated,æntɪsəpeɪt,æntɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd
2470,trudge,trudged,trʌʤ,trʌʤd,-d,Reg,No,-d
2471,grey,greyed,greɪ,greɪd,-d,Reg,No,-d
2472,game,gamed,geɪm,geɪmd,-d,Reg,No,-d
2473,stall,stalled,stɔl,stɔld,-d,Reg,No,-d
2474,stalk,stalked,stɔk,stɔkt,-t,Reg,No,-t
2475,garland,garlanded,gɑrlənd,gɑrləndɪd,-ɪd,Reg,No,-ɪd
2476,obstruct,obstructed,əbstrʌkt,əbstrʌktɪd,-ɪd,Reg,No,-ɪd
2477,garble,garbled,gɑrbəl,gɑrbəld,-d,Reg,No,-d
2478,declare,declared,dɪklɛr,dɪklɛrd,-d,Reg,Yes,-d
2479,amass,amassed,əmæs,əmæst,-t,Reg,No,-t
2480,silence,silenced,saɪləns,saɪlənst,-t,Reg,No,-t
2481,swerve,swerved,swərv,swərvd,-d,Reg,No,-d
2482,exert,exerted,ɪgzərt,ɪgzərtɪd,-ɪd,Reg,No,-ɪd
2483,strengthen,strengthened,strɛŋθən,strɛŋθənd,-d,Reg,No,-d
2484,overstate,overstated,oʊvərsteɪt,oʊvərsteɪtɪd,-ɪd,Reg,No,-ɪd
2485,defect,defected,difɛkt,difɛktɪd,-ɪd,Reg,No,-ɪd
2486,waft,wafted,wɑft,wɑftɪd,-ɪd,Reg,No,-ɪd
2487,caress,caressed,kərɛs,kərɛst,-t,Reg,No,-t
2488,engulf,engulfed,ɪngʌlf,ɪngʌlft,-t,Reg,No,-t
2489,twiddle,twiddled,twɪdəl,twɪdəld,-d,Reg,No,-d
2490,gall,galled,gɔl,gɔld,-d,Reg,No,-d
2491,gnash,gnashed,næʃ,næʃt,-t,Reg,Yes,-t
2492,dismember,dismembered,dɪsmɛmbər,dɪsmɛmbərd,-d,Reg,No,-d
2493,remodel,remodelled,rimɑdəl,rimɑdəld,-d,Reg,No,-d
2494,sell,sold,sɛl,soʊld,ɛl-oʊd,Irreg,No,vowel change + d
2495,lie,lay,laɪ,leɪ,a-e,Irreg,No,vowel change
2496,toughen,toughened,təfən,təfənd,-d,Reg,No,-d
2497,refute,refuted,rɪfjut,rɪfjutɪd,-ɪd,Reg,No,-ɪd
2498,trip,tripped,trɪp,trɪpt,-t,Reg,Yes,-t
2499,pain,pained,peɪn,peɪnd,-d,Reg,No,-d
2500,jeopardize,jeopardized,ʤɛpərdaɪz,ʤɛpərdaɪzd,-d,Reg,No,-d
2501,camouflage,camouflaged,kæməflɑʒ,kæməflɑʒd,-d,Reg,No,-d
2502,couch,couched,kaʊʧ,kaʊʧt,-t,Reg,No,-t
2503,labour,laboured,leɪbər,leɪbərd,-d,Reg,No,-d
2504,ghost,ghosted,goʊst,goʊstɪd,-ɪd,Reg,No,-ɪd
2505,build,built,bɪld,bɪlt,d-t,Irreg,No,weak
2506,demean,demeaned,dɪmin,dɪmind,-d,Reg,No,-d
2507,brace,braced,breɪs,breɪst,-t,Reg,No,-t
2508,club,clubbed,klʌb,klʌbd,-d,Reg,No,-d
2509,play,played,pleɪ,pleɪd,-d,Reg,Yes,-d
2510,hurtle,hurtled,hərtəl,hərtəld,-d,Reg,No,-d
2511,alleviate,alleviated,əlivieɪt,əlivieɪtɪd,-ɪd,Reg,No,-ɪd
2512,populate,populated,pɑpjəleɪt,pɑpjəleɪtɪd,-ɪd,Reg,No,-ɪd
2513,index,indexed,ɪndɛks,ɪndɛkst,-t,Reg,No,-t
2514,reckon,reckoned,rɛkən,rɛkənd,-d,Reg,No,-d
2515,quote,quoted,kwoʊt,kwoʊtɪd,-ɪd,Reg,No,-ɪd
2516,flute,fluted,flut,flutɪd,-ɪd,Reg,No,-ɪd
2517,reach,reached,riʧ,riʧt,-t,Reg,Yes,-t
2518,chart,charted,ʧɑrt,ʧɑrtɪd,-ɪd,Reg,No,-ɪd
2519,react,reacted,riækt,riæktɪd,-ɪd,Reg,No,-ɪd
2520,yawn,yawned,jɔn,jɔnd,-d,Reg,Yes,-d
2521,charm,charmed,ʧɑrm,ʧɑrmd,-d,Reg,No,-d
2522,plan,planned,plæn,plænd,-d,Reg,No,-d
2523,fluctuate,fluctuated,fləkʧəweɪt,fləkʧəweɪtɪd,-ɪd,Reg,No,-ɪd
2524,outgrow,outgrew,aʊtgroʊ,aʊtgru,oʊ-u,Irreg,Yes,vowel change
2525,refrigerate,refrigerated,rɪfrɪʤəreɪt,rɪfrɪʤəreɪtɪd,-ɪd,Reg,No,-ɪd
2526,pre-exist,pre-existed,priɪgzɪst,priɪgzɪstɪd,-ɪd,Reg,No,-ɪd
2527,chronicle,chronicled,krɑnɪkəl,krɑnɪkəld,-d,Reg,No,-d
2528,seize,seized,siz,sizd,-d,Reg,No,-d
2529,smoulder,smouldered,smoʊdər,smoʊdərd,-d,Reg,No,-d
2530,clear,cleared,klɪr,klɪrd,-d,Reg,No,-d
2531,saturate,saturated,sæʧəreɪt,sæʧəreɪtɪd,-ɪd,Reg,No,-ɪd
2532,cover,covered,kəvər,kəvərd,-d,Reg,Yes,-d
2533,institutionalize,institutionalized,ɪnstɪtuʃənəlaɪz,ɪnstɪtuʃənəlaɪzd,-d,Reg,No,-d
2534,devalue,devalued,dɪvælju,dɪvæljud,-d,Reg,No,-d
2535,clean,cleaned,klin,klind,-d,Reg,Yes,-d
2536,squelch,squelched,skwɛlʧ,skwɛlʧt,-t,Reg,No,-t
2537,weigh,weighed,weɪ,weɪd,-d,Reg,No,-d
2538,parody,parodied,pɛrədi,pɛrədid,-d,Reg,No,-d
2539,liberate,liberated,lɪbəreɪt,lɪbəreɪtɪd,-ɪd,Reg,No,-ɪd
2540,fidget,fidgeted,fɪʤɪt,fɪʤɪtɪd,-ɪd,Reg,No,-ɪd
2541,despise,despised,dɪspaɪz,dɪspaɪzd,-d,Reg,No,-d
2542,golf,golfed,gɔlf,gɔlft,-t,Reg,No,-t
2543,barter,bartered,bɑrtər,bɑrtərd,-d,Reg,No,-d
2544,exterminate,exterminated,ɪkstərməneɪt,ɪkstərməneɪtɪd,-ɪd,Reg,No,-ɪd
2545,agonize,agonized,ægənaɪz,ægənaɪzd,-d,Reg,No,-d
2546,flicker,flickered,flɪkər,flɪkərd,-d,Reg,No,-d
2547,converge,converged,kənvərʤ,kənvərʤd,-d,Reg,No,-d
2548,booze,boozed,buz,buzd,-d,Reg,No,-d
2549,exacerbate,exacerbated,ɪgzæsərbeɪt,ɪgzæsərbeɪtɪd,-ɪd,Reg,No,-ɪd
2550,cede,ceded,sid,sidɪd,-ɪd,Reg,No,-ɪd
2551,fine,fined,faɪn,faɪnd,-d,Reg,No,-d
2552,find,found,faɪnd,faʊnd,ɪ-ʊ,Irreg,Yes,vowel change
2553,impact,impacted,ɪmpækt,ɪmpæktɪd,-ɪd,Reg,No,-ɪd
2554,stifle,stifled,staɪfəl,staɪfəld,-d,Reg,No,-d
2555,perturb,perturbed,pərtərb,pərtərbd,-d,Reg,No,-d
2556,ruin,ruined,ruɪn,ruɪnd,-d,Reg,Yes,-d
2557,officiate,officiated,əfɪʃieɪt,əfɪʃieɪtɪd,-ɪd,Reg,No,-ɪd
2558,betray,betrayed,bɪtreɪ,bɪtreɪd,-d,Reg,No,-d
2559,fume,fumed,fjum,fjumd,-d,Reg,No,-d
2560,override,overrode,oʊvərraɪd,oʊvərroʊd,aɪ-oʊ,Irreg,No,vowel change
2561,circle,circled,sərkəl,sərkəld,-d,Reg,No,-d
2562,chafe,chafed,ʧeɪf,ʧeɪft,-t,Reg,No,-t
2563,diversify,diversified,dɪvərsəfaɪ,dɪvərsəfaɪd,-d,Reg,No,-d
2564,prearrange,prearranged,priəreɪnʤ,priəreɪnʤd,-d,Reg,No,-d
2565,invoke,invoked,ɪnvoʊk,ɪnvoʊkt,-t,Reg,No,-t
2566,babble,babbled,bæbəl,bæbəld,-d,Reg,No,-d
2567,express,expressed,ɪksprɛs,ɪksprɛst,-t,Reg,No,-t
2568,rupture,ruptured,rʌpʧər,rʌpʧərd,-d,Reg,No,-d
2569,resent,resented,rɪzɛnt,rɪzɛntɪd,-ɪd,Reg,No,-ɪd
2570,whistle,whistled,wɪsəl,wɪsəld,-d,Reg,Yes,-d
2571,remedy,remedied,rɛmədi,rɛmədid,-d,Reg,No,-d
2572,cheapen,cheapened,ʧipən,ʧipənd,-d,Reg,No,-d
2573,batter,battered,bætər,bætərd,-d,Reg,Yes,-d
2574,exempt,exempted,ɪgzɛmpt,ɪgzɛmptɪd,-ɪd,Reg,No,-ɪd
2575,granulate,granulated,grænəleɪt,grænəleɪtɪd,-ɪd,Reg,No,-ɪd
2576,deaden,deadened,dɛdən,dɛdənd,-d,Reg,No,-d
2577,reprove,reproved,rəpruv,rəpruvd,-d,Reg,No,-d
2578,inaugurate,inaugurated,ɪnɔgəreɪt,ɪnɔgəreɪtɪd,-ɪd,Reg,No,-ɪd
2579,intensify,intensified,ɪntɛnsɪfaɪ,ɪntɛnsɪfaɪd,-d,Reg,No,-d
2580,banquet,banqueted,bæŋkwət,bæŋkwətɪd,-ɪd,Reg,No,-ɪd
2581,merchandise,merchandised,mərʧəndaɪz,mərʧəndaɪzd,-d,Reg,No,-d
2582,clot,clotted,klɑt,klɑtɪd,-ɪd,Reg,No,-ɪd
2583,elapse,elapsed,ɪlæps,ɪlæpst,-t,Reg,No,-t
2584,resolve,resolved,rizɑlv,rizɑlvd,-d,Reg,No,-d
2585,immerse,immersed,ɪmərs,ɪmərst,-t,Reg,No,-t
2586,cry,cried,kraɪ,kraɪd,-d,Reg,Yes,-d
2587,diverge,diverged,dɪvərʤ,dɪvərʤd,-d,Reg,No,-d
2588,remove,removed,rimuv,rimuvd,-d,Reg,No,-d
2589,proclaim,proclaimed,proʊkleɪm,proʊkleɪmd,-d,Reg,No,-d
2590,investigate,investigated,ɪnvɛstəgeɪt,ɪnvɛstəgeɪtɪd,-ɪd,Reg,No,-ɪd
2591,hike,hiked,haɪk,haɪkt,-t,Reg,No,-t
2592,kill,killed,kɪl,kɪld,-d,Reg,Yes,-d
2593,obscure,obscured,əbskjʊr,əbskjʊrd,-d,Reg,No,-d
2594,anaesthetize,anaesthetized,ənisθɪtaɪz,ənisθɪtaɪzd,-d,Reg,No,-d
2595,hinder,hindered,hɪndər,hɪndərd,-d,Reg,No,-d
2596,rivet,riveted,rɪvət,rɪvətɪd,-ɪd,Reg,No,-ɪd
2597,sew,sewed,soʊ,soʊd,-d,Reg,No,-d
2598,signify,signified,sɪgnəfaɪ,sɪgnəfaɪd,-d,Reg,No,-d
2599,dump,dumped,dəmp,dəmpt,-t,Reg,No,-t
2600,backtrack,backtracked,bæktræk,bæktrækt,-t,Reg,No,-t
2601,overwhelm,overwhelmed,oʊvərwɛlm,oʊvərwɛlmd,-d,Reg,No,-d
2602,still,stilled,stɪl,stɪld,-d,Reg,No,-d
2603,crackle,crackled,krækəl,krækəld,-d,Reg,No,-d
2604,plough,ploughed,plaʊ,plaʊd,-d,Reg,No,-d
2605,see,saw,si,sɔ,i-ɔ,Irreg,Yes,vowel change
2606,arouse,aroused,əraʊz,əraʊzd,-d,Reg,No,-d
2607,bare,bared,bɛr,bɛrd,-d,Reg,No,-d
2608,backfire,backfired,bækfaɪr,bækfaɪrd,-d,Reg,No,-d
2609,burble,burbled,bərbəl,bərbəld,-d,Reg,No,-d
2610,bark,barked,bɑrk,bɑrkt,-t,Reg,Yes,-t
2611,damp,damped,dæmp,dæmpt,-t,Reg,No,-t
2612,petrify,petrified,pɛtrəfaɪ,pɛtrəfaɪd,-d,Reg,No,-d
2613,arm,armed,ɑrm,ɑrmd,-d,Reg,No,-d
2614,nap,napped,næp,næpt,-t,Reg,No,-t
2615,shower,showered,ʃaʊər,ʃaʊərd,-d,Reg,No,-d
2616,visualize,visualized,vɪʒwəlaɪz,vɪʒwəlaɪzd,-d,Reg,No,-d
2617,photocopy,photocopied,foʊtoʊkɑpi,foʊtoʊkɑpid,-d,Reg,No,-d
2618,marinate,marinated,mɛrəneɪt,mɛrəneɪtɪd,-ɪd,Reg,No,-ɪd
2619,over-indulge,over-indulged,oʊvərɪndəlʤ,oʊvərɪndəlʤd,-d,Reg,No,-d
2620,equivocate,equivocated,ɪkwɪvəkeɪt,ɪkwɪvəkeɪtɪd,-ɪd,Reg,No,-ɪd
2621,leg,legged,lɛg,lɛgɪd,-ɪd,Reg,No,-ɪd
2622,please,pleased,pliz,plizd,-d,Reg,Yes,-d
2623,cloy,cloyed,klɔɪ,klɔɪd,-d,Reg,No,-d
2624,woo,wooed,wu,wud,-d,Reg,No,-d
2625,motorize,motorized,moʊtəraɪz,moʊtəraɪzd,-d,Reg,No,-d
2626,resettle,resettled,risɛtəl,risɛtəld,-d,Reg,No,-d
2627,inculcate,inculcated,ɪŋkəlkeɪt,ɪŋkəlkeɪtɪd,-ɪd,Reg,No,-ɪd
2628,cuff,cuffed,kʌf,kʌft,-t,Reg,No,-t
2629,despoil,despoiled,dɪspɑɪl,dɪspɑɪld,-d,Reg,No,-d
2630,donate,donated,doʊneɪt,doʊneɪtɪd,-ɪd,Reg,No,-ɪd
2631,thrive,thrived,θraɪv,θraɪvd,-d,Reg,No,-d
2632,piss,pissed,pɪs,pɪst,-t,Reg,No,-t
2633,espouse,espoused,ɪspaʊz,ɪspaʊzd,-d,Reg,No,-d
2634,mastermind,masterminded,mæstərmaɪnd,mæstərmaɪndɪd,-ɪd,Reg,No,-ɪd
2635,cosset,cosseted,kɑsət,kɑsətɪd,-ɪd,Reg,No,-ɪd
2636,spray,sprayed,spreɪ,spreɪd,-d,Reg,No,-d
2637,succeed,succeeded,səksid,səksidɪd,-ɪd,Reg,No,-ɪd
2638,scuttle,scuttled,skʌtəl,skʌtəld,-d,Reg,No,-d
2639,kindle,kindled,kɪndəl,kɪndəld,-d,Reg,No,-d
2640,distinguish,distinguished,dɪstɪŋgwɪʃ,dɪstɪŋgwɪʃt,-t,Reg,No,-t
2641,dally,dallied,dæli,dælid,-d,Reg,No,-d
2642,encapsulate,encapsulated,ɛnkæpsəleɪt,ɛnkæpsəleɪtɪd,-ɪd,Reg,No,-ɪd
2643,bronze,bronzed,brɑnz,brɑnzd,-d,Reg,No,-d
2644,disclaim,disclaimed,dɪskleɪm,dɪskleɪmd,-d,Reg,No,-d
2645,last,lasted,læst,læstɪd,-ɪd,Reg,No,-ɪd
2646,license,licensed,laɪsəns,laɪsənst,-t,Reg,No,-t
2647,oversee,oversaw,oʊvərsi,oʊvərsɔ,i-ɔ,Irreg,No,vowel change
2648,interrogate,interrogated,ɪntɛrəgeɪt,ɪntɛrəgeɪtɪd,-ɪd,Reg,No,-ɪd
2649,detest,detested,dɪtɛst,dɪtɛstɪd,-ɪd,Reg,No,-ɪd
2650,buzz,buzzed,bʌz,bʌzd,-d,Reg,Yes,-d
2651,lash,lashed,læʃ,læʃt,-t,Reg,No,-t
2652,vault,vaulted,vɔlt,vɔltɪd,-ɪd,Reg,No,-ɪd
2653,approve,approved,əpruv,əpruvd,-d,Reg,No,-d
2654,secrete,secreted,sɪkrit,sɪkritd,-d,Reg,No,-d
2655,sheathe,sheathed,ʃið,ʃiðd,-d,Reg,No,-d
2656,load,loaded,loʊd,loʊdɪd,-ɪd,Reg,No,-ɪd
2657,consume,consumed,kənsum,kənsumd,-d,Reg,No,-d
2658,oversleep,overslept,oʊvərslip,oʊvərslɛpt,i-ɛt,Irreg,No,vowel change + t
2659,point,pointed,pɔɪnt,pɔɪntɪd,-ɪd,Reg,Yes,-ɪd
2660,dwindle,dwindled,dwɪndəl,dwɪndəld,-d,Reg,No,-d
2661,loan,loaned,loʊn,loʊnd,-d,Reg,Yes,-d
2662,sweep,swept,swip,swɛpt,i-ɛt,Irreg,Yes,vowel change + t
2663,harbour,harboured,hɑrbər,hɑrbərd,-d,Reg,No,-d
2664,refurbish,refurbished,rifərbɪʃ,rifərbɪʃt,-t,Reg,No,-t
2665,key,keyed,ki,kid,-d,Reg,No,-d
2666,scallop,scalloped,skɑləp,skɑləpt,-t,Reg,No,-t
2667,nibble,nibbled,nɪbəl,nɪbəld,-d,Reg,No,-d
2668,acclaim,acclaimed,əkleɪm,əkleɪmd,-d,Reg,No,-d
2669,rave,raved,reɪv,reɪvd,-d,Reg,No,-d
2670,ambush,ambushed,æmbʊʃ,æmbʊʃt,-t,Reg,No,-t
2671,mumble,mumbled,mʌmbəl,mʌmbəld,-d,Reg,No,-d
2672,civilize,civilized,sɪvəlaɪz,sɪvəlaɪzd,-d,Reg,No,-d
2673,belt,belted,bɛlt,bɛltɪd,-ɪd,Reg,No,-ɪd
2674,bolster,bolstered,boʊlstər,boʊlstərd,-d,Reg,No,-d
2675,decline,declined,dɪklaɪn,dɪklaɪnd,-d,Reg,No,-d
2676,sieve,sieved,sɪv,sɪvd,-d,Reg,No,-d
2677,raise,raised,reɪz,reɪzd,-d,Reg,No,-d
2678,stamp,stamped,stæmp,stæmpt,-t,Reg,Yes,-t
