,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
2477,garble,garbled,gɑrbəl,gɑrbəld,-d,Reg,No,-d,4.0
2478,declare,declared,dɪklɛr,dɪklɛrd,-d,Reg,Yes,-d,128.0
2479,amass,amassed,əmæs,əmæst,-t,Reg,No,-t,5.0
2481,swerve,swerved,swərv,swərvd,-d,Reg,No,-d,9.0
2482,exert,exerted,ɪgzərt,ɪgzərtɪd,-ɪd,Reg,No,-ɪd,14.0
2483,strengthen,strengthened,strɛŋθən,strɛŋθənd,-d,Reg,No,-d,32.0
2484,overstate,overstated,oʊvərsteɪt,oʊvərsteɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2485,defect,defected,difɛkt,difɛktɪd,-ɪd,Reg,No,-ɪd,5.0
2486,waft,wafted,wɑft,wɑftɪd,-ɪd,Reg,No,-ɪd,5.0
2487,caress,caressed,kərɛs,kərɛst,-t,Reg,No,-t,8.0
2488,engulf,engulfed,ɪngʌlf,ɪngʌlft,-t,Reg,No,-t,12.0
2489,twiddle,twiddled,twɪdəl,twɪdəld,-d,Reg,No,-d,2.0
2491,gnash,gnashed,næʃ,næʃt,-t,Reg,Yes,-t,1.0
2492,dismember,dismembered,dɪsmɛmbər,dɪsmɛmbərd,-d,Reg,No,-d,4.0
2493,remodel,remodelled,rimɑdəl,rimɑdəld,-d,Reg,No,-d,4.0
2495,lie,lay,laɪ,leɪ,a-e,Irreg,No,vowel change,490.0
2496,toughen,toughened,təfən,təfənd,-d,Reg,No,-d,2.0
2497,refute,refuted,rɪfjut,rɪfjutɪd,-ɪd,Reg,No,-ɪd,8.0
2498,trip,tripped,trɪp,trɪpt,-t,Reg,Yes,-t,10.0
2499,pain,pained,peɪn,peɪnd,-d,Reg,No,-d,5.0
2500,jeopardize,jeopardized,ʤɛpərdaɪz,ʤɛpərdaɪzd,-d,Reg,No,-d,3.0
2501,camouflage,camouflaged,kæməflɑʒ,kæməflɑʒd,-d,Reg,No,-d,8.0
2502,couch,couched,kaʊʧ,kaʊʧt,-t,Reg,No,-t,6.0
2503,labour,laboured,leɪbər,leɪbərd,-d,Reg,No,-d,9.0
2504,ghost,ghosted,goʊst,goʊstɪd,-ɪd,Reg,No,-ɪd,1.0
2505,build,built,bɪld,bɪlt,d-t,Irreg,No,weak,456.0
2506,demean,demeaned,dɪmin,dɪmind,-d,Reg,No,-d,2.0
2507,brace,braced,breɪs,breɪst,-t,Reg,No,-t,11.0
2508,club,clubbed,klʌb,klʌbd,-d,Reg,No,-d,4.0
2509,play,played,pleɪ,pleɪd,-d,Reg,Yes,-d,408.0
2510,hurtle,hurtled,hərtəl,hərtəld,-d,Reg,No,-d,5.0
2511,alleviate,alleviated,əlivieɪt,əlivieɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2512,populate,populated,pɑpjəleɪt,pɑpjəleɪtɪd,-ɪd,Reg,No,-ɪd,18.0
2513,index,indexed,ɪndɛks,ɪndɛkst,-t,Reg,No,-t,2.0
2514,reckon,reckoned,rɛkən,rɛkənd,-d,Reg,No,-d,29.0
2515,quote,quoted,kwoʊt,kwoʊtɪd,-ɪd,Reg,No,-ɪd,67.0
2516,flute,fluted,flut,flutɪd,-ɪd,Reg,No,-ɪd,6.0
2517,reach,reached,riʧ,riʧt,-t,Reg,Yes,-t,497.0
2518,chart,charted,ʧɑrt,ʧɑrtɪd,-ɪd,Reg,No,-ɪd,4.0
2519,react,reacted,riækt,riæktɪd,-ɪd,Reg,No,-ɪd,29.0
2520,yawn,yawned,jɔn,jɔnd,-d,Reg,Yes,-d,13.0
2521,charm,charmed,ʧɑrm,ʧɑrmd,-d,Reg,No,-d,10.0
2522,plan,planned,plæn,plænd,-d,Reg,No,-d,169.0
2523,fluctuate,fluctuated,fləkʧəweɪt,fləkʧəweɪtɪd,-ɪd,Reg,No,-ɪd,4.0
2524,outgrow,outgrew,aʊtgroʊ,aʊtgru,oʊ-u,Irreg,Yes,vowel change,2.0
2525,refrigerate,refrigerated,rɪfrɪʤəreɪt,rɪfrɪʤəreɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2526,pre-exist,pre-existed,priɪgzɪst,priɪgzɪstɪd,-ɪd,Reg,No,-ɪd,1.0
2527,chronicle,chronicled,krɑnɪkəl,krɑnɪkəld,-d,Reg,No,-d,2.0
2528,seize,seized,siz,sizd,-d,Reg,No,-d,65.0
2529,smoulder,smouldered,smoʊdər,smoʊdərd,-d,Reg,No,-d,2.0
2530,clear,cleared,klɪr,klɪrd,-d,Reg,No,-d,101.0
2531,saturate,saturated,sæʧəreɪt,sæʧəreɪtɪd,-ɪd,Reg,No,-ɪd,12.0
2532,cover,covered,kəvər,kəvərd,-d,Reg,Yes,-d,308.0
2533,institutionalize,institutionalized,ɪnstɪtuʃənəlaɪz,ɪnstɪtuʃənəlaɪzd,-d,Reg,No,-d,12.0
2534,devalue,devalued,dɪvælju,dɪvæljud,-d,Reg,No,-d,4.0
2535,clean,cleaned,klin,klind,-d,Reg,Yes,-d,45.0
2536,squelch,squelched,skwɛlʧ,skwɛlʧt,-t,Reg,No,-t,2.0
2537,weigh,weighed,weɪ,weɪd,-d,Reg,No,-d,39.0
2538,parody,parodied,pɛrədi,pɛrədid,-d,Reg,No,-d,2.0
2539,liberate,liberated,lɪbəreɪt,lɪbəreɪtɪd,-ɪd,Reg,No,-ɪd,14.0
2540,fidget,fidgeted,fɪʤɪt,fɪʤɪtɪd,-ɪd,Reg,No,-ɪd,4.0
2541,despise,despised,dɪspaɪz,dɪspaɪzd,-d,Reg,No,-d,28.0
2542,golf,golfed,gɔlf,gɔlft,-t,Reg,No,-t,1.0
2543,barter,bartered,bɑrtər,bɑrtərd,-d,Reg,No,-d,1.0
2544,exterminate,exterminated,ɪkstərməneɪt,ɪkstərməneɪtɪd,-ɪd,Reg,No,-ɪd,4.0
2545,agonize,agonized,ægənaɪz,ægənaɪzd,-d,Reg,No,-d,3.0
2546,flicker,flickered,flɪkər,flɪkərd,-d,Reg,No,-d,17.0
2547,converge,converged,kənvərʤ,kənvərʤd,-d,Reg,No,-d,6.0
2548,booze,boozed,buz,buzd,-d,Reg,No,-d,1.0
2549,exacerbate,exacerbated,ɪgzæsərbeɪt,ɪgzæsərbeɪtɪd,-ɪd,Reg,No,-ɪd,8.0
2550,cede,ceded,sid,sidɪd,-ɪd,Reg,No,-ɪd,2.0
2552,find,found,faɪnd,faʊnd,ɪ-ʊ,Irreg,Yes,vowel change,1726.0
2553,impact,impacted,ɪmpækt,ɪmpæktɪd,-ɪd,Reg,No,-ɪd,2.0
2554,stifle,stifled,staɪfəl,staɪfəld,-d,Reg,No,-d,11.0
2555,perturb,perturbed,pərtərb,pərtərbd,-d,Reg,No,-d,7.0
2556,ruin,ruined,ruɪn,ruɪnd,-d,Reg,Yes,-d,51.0
2557,officiate,officiated,əfɪʃieɪt,əfɪʃieɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2558,betray,betrayed,bɪtreɪ,bɪtreɪd,-d,Reg,No,-d,36.0
2559,fume,fumed,fjum,fjumd,-d,Reg,No,-d,2.0
2560,override,overrode,oʊvərraɪd,oʊvərroʊd,aɪ-oʊ,Irreg,No,vowel change,3.0
2561,circle,circled,sərkəl,sərkəld,-d,Reg,No,-d,17.0
2562,chafe,chafed,ʧeɪf,ʧeɪft,-t,Reg,No,-t,3.0
2563,diversify,diversified,dɪvərsəfaɪ,dɪvərsəfaɪd,-d,Reg,No,-d,5.0
2564,prearrange,prearranged,priəreɪnʤ,priəreɪnʤd,-d,Reg,No,-d,4.0
2565,invoke,invoked,ɪnvoʊk,ɪnvoʊkt,-t,Reg,No,-t,14.0
2566,babble,babbled,bæbəl,bæbəld,-d,Reg,No,-d,4.0
2567,express,expressed,ɪksprɛs,ɪksprɛst,-t,Reg,No,-t,177.0
2568,rupture,ruptured,rʌpʧər,rʌpʧərd,-d,Reg,No,-d,4.0
2569,resent,resented,rɪzɛnt,rɪzɛntɪd,-ɪd,Reg,No,-ɪd,33.0
2570,whistle,whistled,wɪsəl,wɪsəld,-d,Reg,Yes,-d,16.0
2571,remedy,remedied,rɛmədi,rɛmədid,-d,Reg,No,-d,3.0
2572,cheapen,cheapened,ʧipən,ʧipənd,-d,Reg,No,-d,1.0
2573,batter,battered,bætər,bætərd,-d,Reg,Yes,-d,46.0
2574,exempt,exempted,ɪgzɛmpt,ɪgzɛmptɪd,-ɪd,Reg,No,-ɪd,4.0
2575,granulate,granulated,grænəleɪt,grænəleɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2576,deaden,deadened,dɛdən,dɛdənd,-d,Reg,No,-d,3.0
2577,reprove,reproved,rəpruv,rəpruvd,-d,Reg,No,-d,3.0
2578,inaugurate,inaugurated,ɪnɔgəreɪt,ɪnɔgəreɪtɪd,-ɪd,Reg,No,-ɪd,4.0
2579,intensify,intensified,ɪntɛnsɪfaɪ,ɪntɛnsɪfaɪd,-d,Reg,No,-d,18.0
2580,banquet,banqueted,bæŋkwət,bæŋkwətɪd,-ɪd,Reg,No,-ɪd,1.0
2581,merchandise,merchandised,mərʧəndaɪz,mərʧəndaɪzd,-d,Reg,No,-d,1.0
2582,clot,clotted,klɑt,klɑtɪd,-ɪd,Reg,No,-ɪd,6.0
2583,elapse,elapsed,ɪlæps,ɪlæpst,-t,Reg,No,-t,8.0
2584,resolve,resolved,rizɑlv,rizɑlvd,-d,Reg,No,-d,57.0
2586,cry,cried,kraɪ,kraɪd,-d,Reg,Yes,-d,173.0
2587,diverge,diverged,dɪvərʤ,dɪvərʤd,-d,Reg,No,-d,2.0
2588,remove,removed,rimuv,rimuvd,-d,Reg,No,-d,175.0
2590,investigate,investigated,ɪnvɛstəgeɪt,ɪnvɛstəgeɪtɪd,-ɪd,Reg,No,-ɪd,23.0
2591,hike,hiked,haɪk,haɪkt,-t,Reg,No,-t,2.0
2592,kill,killed,kɪl,kɪld,-d,Reg,Yes,-d,343.0
2593,obscure,obscured,əbskjʊr,əbskjʊrd,-d,Reg,No,-d,19.0
2594,anaesthetize,anaesthetized,ənisθɪtaɪz,ənisθɪtaɪzd,-d,Reg,No,-d,3.0
2595,hinder,hindered,hɪndər,hɪndərd,-d,Reg,No,-d,5.0
2596,rivet,riveted,rɪvət,rɪvətɪd,-ɪd,Reg,No,-ɪd,4.0
2597,sew,sewed,soʊ,soʊd,-d,Reg,No,-d,5.0
2598,signify,signified,sɪgnəfaɪ,sɪgnəfaɪd,-d,Reg,No,-d,7.0
2599,dump,dumped,dəmp,dəmpt,-t,Reg,No,-t,33.0
2600,backtrack,backtracked,bæktræk,bæktrækt,-t,Reg,No,-t,1.0
2601,overwhelm,overwhelmed,oʊvərwɛlm,oʊvərwɛlmd,-d,Reg,No,-d,24.0
2602,still,stilled,stɪl,stɪld,-d,Reg,No,-d,4.0
2603,crackle,crackled,krækəl,krækəld,-d,Reg,No,-d,9.0
2604,plough,ploughed,plaʊ,plaʊd,-d,Reg,No,-d,21.0
2605,see,saw,si,sɔ,i-ɔ,Irreg,Yes,vowel change,1736.0
2606,arouse,aroused,əraʊz,əraʊzd,-d,Reg,No,-d,46.0
2607,bare,bared,bɛr,bɛrd,-d,Reg,No,-d,10.0
2608,backfire,backfired,bækfaɪr,bækfaɪrd,-d,Reg,No,-d,2.0
2609,burble,burbled,bərbəl,bərbəld,-d,Reg,No,-d,1.0
2610,bark,barked,bɑrk,bɑrkt,-t,Reg,Yes,-t,11.0
2611,damp,damped,dæmp,dæmpt,-t,Reg,No,-t,4.0
2612,petrify,petrified,pɛtrəfaɪ,pɛtrəfaɪd,-d,Reg,No,-d,11.0
2613,arm,armed,ɑrm,ɑrmd,-d,Reg,No,-d,10.0
2614,nap,napped,næp,næpt,-t,Reg,No,-t,1.0
2615,shower,showered,ʃaʊər,ʃaʊərd,-d,Reg,No,-d,10.0
2616,visualize,visualized,vɪʒwəlaɪz,vɪʒwəlaɪzd,-d,Reg,No,-d,6.0
2617,photocopy,photocopied,foʊtoʊkɑpi,foʊtoʊkɑpid,-d,Reg,No,-d,1.0
2618,marinate,marinated,mɛrəneɪt,mɛrəneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2619,over-indulge,over-indulged,oʊvərɪndəlʤ,oʊvərɪndəlʤd,-d,Reg,No,-d,1.0
2620,equivocate,equivocated,ɪkwɪvəkeɪt,ɪkwɪvəkeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2621,leg,legged,lɛg,lɛgɪd,-ɪd,Reg,No,-ɪd,2.0
2622,please,pleased,pliz,plizd,-d,Reg,Yes,-d,27.0
2623,cloy,cloyed,klɔɪ,klɔɪd,-d,Reg,No,-d,1.0
2624,woo,wooed,wu,wud,-d,Reg,No,-d,5.0
2625,motorize,motorized,moʊtəraɪz,moʊtəraɪzd,-d,Reg,No,-d,6.0
2626,resettle,resettled,risɛtəl,risɛtəld,-d,Reg,No,-d,2.0
2628,cuff,cuffed,kʌf,kʌft,-t,Reg,No,-t,5.0
2629,despoil,despoiled,dɪspɑɪl,dɪspɑɪld,-d,Reg,No,-d,1.0
2630,donate,donated,doʊneɪt,doʊneɪtɪd,-ɪd,Reg,No,-ɪd,10.0
2631,thrive,thrived,θraɪv,θraɪvd,-d,Reg,No,-d,4.0
2632,piss,pissed,pɪs,pɪst,-t,Reg,No,-t,3.0
2633,espouse,espoused,ɪspaʊz,ɪspaʊzd,-d,Reg,No,-d,4.0
2634,mastermind,masterminded,mæstərmaɪnd,mæstərmaɪndɪd,-ɪd,Reg,No,-ɪd,2.0
2635,cosset,cosseted,kɑsət,kɑsətɪd,-ɪd,Reg,No,-ɪd,3.0
2636,spray,sprayed,spreɪ,spreɪd,-d,Reg,No,-d,13.0
2637,succeed,succeeded,səksid,səksidɪd,-ɪd,Reg,No,-ɪd,114.0
2638,scuttle,scuttled,skʌtəl,skʌtəld,-d,Reg,No,-d,5.0
2639,kindle,kindled,kɪndəl,kɪndəld,-d,Reg,No,-d,5.0
2640,distinguish,distinguished,dɪstɪŋgwɪʃ,dɪstɪŋgwɪʃt,-t,Reg,No,-t,22.0
2641,dally,dallied,dæli,dælid,-d,Reg,No,-d,1.0
2642,encapsulate,encapsulated,ɛnkæpsəleɪt,ɛnkæpsəleɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2643,bronze,bronzed,brɑnz,brɑnzd,-d,Reg,No,-d,4.0
2644,disclaim,disclaimed,dɪskleɪm,dɪskleɪmd,-d,Reg,No,-d,2.0
2645,last,lasted,læst,læstɪd,-ɪd,Reg,No,-ɪd,69.0
2646,license,licensed,laɪsəns,laɪsənst,-t,Reg,No,-t,8.0
2647,oversee,oversaw,oʊvərsi,oʊvərsɔ,i-ɔ,Irreg,No,vowel change,1.0
2648,interrogate,interrogated,ɪntɛrəgeɪt,ɪntɛrəgeɪtɪd,-ɪd,Reg,No,-ɪd,8.0
2649,detest,detested,dɪtɛst,dɪtɛstɪd,-ɪd,Reg,No,-ɪd,11.0
2650,buzz,buzzed,bʌz,bʌzd,-d,Reg,Yes,-d,10.0
2651,lash,lashed,læʃ,læʃt,-t,Reg,No,-t,17.0
2652,vault,vaulted,vɔlt,vɔltɪd,-ɪd,Reg,No,-ɪd,1.0
2653,approve,approved,əpruv,əpruvd,-d,Reg,No,-d,105.0
2654,secrete,secreted,sɪkrit,sɪkritd,-d,Reg,No,-d,5.0
2655,sheathe,sheathed,ʃið,ʃiðd,-d,Reg,No,-d,3.0
2656,load,loaded,loʊd,loʊdɪd,-ɪd,Reg,No,-ɪd,66.0
2657,consume,consumed,kənsum,kənsumd,-d,Reg,No,-d,37.0
2659,point,pointed,pɔɪnt,pɔɪntɪd,-ɪd,Reg,Yes,-ɪd,213.0
2660,dwindle,dwindled,dwɪndəl,dwɪndəld,-d,Reg,No,-d,13.0
2661,loan,loaned,loʊn,loʊnd,-d,Reg,Yes,-d,6.0
2662,sweep,swept,swip,swɛpt,i-ɛt,Irreg,Yes,vowel change + t,108.0
2663,harbour,harboured,hɑrbər,hɑrbərd,-d,Reg,No,-d,5.0
2664,refurbish,refurbished,rifərbɪʃ,rifərbɪʃt,-t,Reg,No,-t,3.0
2665,key,keyed,ki,kid,-d,Reg,No,-d,3.0
2666,scallop,scalloped,skɑləp,skɑləpt,-t,Reg,No,-t,2.0
2668,acclaim,acclaimed,əkleɪm,əkleɪmd,-d,Reg,No,-d,6.0
2669,rave,raved,reɪv,reɪvd,-d,Reg,No,-d,2.0
2670,ambush,ambushed,æmbʊʃ,æmbʊʃt,-t,Reg,No,-t,4.0
2671,mumble,mumbled,mʌmbəl,mʌmbəld,-d,Reg,No,-d,29.0
2672,civilize,civilized,sɪvəlaɪz,sɪvəlaɪzd,-d,Reg,No,-d,56.0
2673,belt,belted,bɛlt,bɛltɪd,-ɪd,Reg,No,-ɪd,1.0
2674,bolster,bolstered,boʊlstər,boʊlstərd,-d,Reg,No,-d,3.0
2675,decline,declined,dɪklaɪn,dɪklaɪnd,-d,Reg,No,-d,55.0
2676,sieve,sieved,sɪv,sɪvd,-d,Reg,No,-d,2.0
2677,raise,raised,reɪz,reɪzd,-d,Reg,No,-d,318.0
2678,stamp,stamped,stæmp,stæmpt,-t,Reg,Yes,-t,33.0
2679,create,created,krieɪt,krieɪtɪd,-ɪd,Reg,No,-ɪd,227.0
2680,overlook,overlooked,oʊvərlʊk,oʊvərlʊkt,-t,Reg,No,-t,32.0
2681,quench,quenched,kwɛnʧ,kwɛnʧt,-t,Reg,No,-t,3.0
2682,reciprocate,reciprocated,rɪsɪprəkeɪt,rɪsɪprəkeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2683,damn,damned,dæm,dæmd,-d,Reg,No,-d,17.0
2684,threaten,threatened,θrɛtən,θrɛtənd,-d,Reg,Yes,-d,136.0
2685,attire,attired,ətaɪər,ətaɪərd,-d,Reg,No,-d,3.0
2686,empty,emptied,ɛmti,ɛmtid,-d,Reg,No,-d,27.0
2687,firm,firmed,fərm,fərmd,-d,Reg,No,-d,2.0
2688,scalp,scalped,skælp,skælpt,-t,Reg,No,-t,1.0
2689,varnish,varnished,vɑrnɪʃ,vɑrnɪʃt,-t,Reg,No,-t,5.0
2690,champion,championed,ʧæmpiən,ʧæmpiənd,-d,Reg,No,-d,2.0
2691,regroup,regrouped,rigrup,rigrupt,-t,Reg,No,-t,2.0
2692,fire,fired,faɪər,faɪərd,-d,Reg,No,-d,92.0
2693,infect,infected,ɪnfɛkt,ɪnfɛktɪd,-ɪd,Reg,No,-ɪd,29.0
2694,wet,wetted,wɛt,wɛtɪd,-ɪd,Reg,No,-ɪd,2.0
2695,gas,gassed,gæs,gæst,-t,Reg,No,-t,4.0
2696,deter,deterred,dɪtər,dɪtərd,-d,Reg,No,-d,9.0
2697,fund,funded,fənd,fəndɪd,-ɪd,Reg,No,-ɪd,15.0
2698,holler,hollered,hɑlər,hɑlərd,-d,Reg,No,-d,2.0
2699,revile,reviled,rivaɪl,rivaɪld,-d,Reg,No,-d,2.0
2700,understand,understood,əndərstænd,əndərstʊd,æn-ʊ,Irreg,Yes,vowel change,260.0
2701,demand,demanded,dɪmænd,dɪmændɪd,-ɪd,Reg,No,-ɪd,126.0
2702,gag,gagged,gæg,gægd,-d,Reg,No,-d,4.0
2704,chatter,chattered,ʧætər,ʧætərd,-d,Reg,No,-d,13.0
2705,furrow,furrowed,fəroʊ,fəroʊd,-d,Reg,No,-d,4.0
2706,pierce,pierced,pɪrs,pɪrst,-t,Reg,No,-t,16.0
2707,loom,loomed,lum,lumd,-d,Reg,No,-d,13.0
2708,unify,unified,junəfaɪ,junəfaɪd,-d,Reg,No,-d,22.0
2709,look,looked,lʊk,lʊkt,-t,Reg,Yes,-t,1824.0
2710,warrant,warranted,wɔrənt,wɔrəntɪd,-ɪd,Reg,No,-ɪd,5.0
2711,bill,billed,bɪl,bɪld,-d,Reg,No,-d,5.0
2712,tolerate,tolerated,tɑləreɪt,tɑləreɪtɪd,-ɪd,Reg,No,-ɪd,16.0
2713,budget,budgeted,bʌʤɪt,bʌʤɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2714,inconvenience,inconvenienced,ɪnkənvinjəns,ɪnkənvinjənst,-t,Reg,No,-t,1.0
2715,corrode,corroded,kəroʊd,kəroʊdɪd,-ɪd,Reg,No,-ɪd,2.0
2716,admire,admired,ədmaɪr,ədmaɪrd,-d,Reg,No,-d,71.0
2717,clout,clouted,klaʊt,klaʊtɪd,-ɪd,Reg,No,-ɪd,1.0
2718,barricade,barricaded,bɛrəkeɪd,bɛrəkeɪdɪd,-ɪd,Reg,No,-ɪd,2.0
2719,kick,kicked,kɪk,kɪkt,-t,Reg,Yes,-t,63.0
2720,endanger,endangered,ɪndeɪnʤər,ɪndeɪnʤərd,-d,Reg,No,-d,16.0
2721,loot,looted,lut,lutɪd,-ɪd,Reg,No,-ɪd,7.0
2722,billet,billeted,bɪlɪt,bɪlɪtɪd,-ɪd,Reg,No,-ɪd,2.0
2723,guide,guided,gaɪd,gaɪdɪd,-ɪd,Reg,No,-ɪd,34.0
2725,pack,packed,pæk,pækt,-t,Reg,Yes,-t,71.0
2726,swim,swam,swɪm,swæm,ɪ-æ,Irreg,Yes,vowel change,32.0
2727,pound,pounded,paʊnd,paʊndɪd,-ɪd,Reg,No,-ɪd,12.0
2728,canter,cantered,kæntər,kæntərd,-d,Reg,No,-d,1.0
2729,astound,astounded,əstaʊnd,əstaʊndɪd,-ɪd,Reg,No,-ɪd,9.0
2730,rip,ripped,rɪp,rɪpt,-t,Reg,Yes,-t,30.0
2731,confound,confounded,kənfaʊnd,kənfaʊndɪd,-ɪd,Reg,No,-ɪd,4.0
2732,vow,vowed,vaʊ,vaʊd,-d,Reg,No,-d,11.0
2733,impersonate,impersonated,ɪmpərsəneɪt,ɪmpərsəneɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2734,triple,tripled,trɪpəl,trɪpəld,-d,Reg,No,-d,3.0
2735,cadge,cadged,kæʤ,kæʤd,-d,Reg,No,-d,1.0
2736,ready,readied,rɛdi,rɛdid,-d,Reg,No,-d,1.0
2737,rig,rigged,rɪg,rɪgd,-d,Reg,No,-d,10.0
2738,enervate,enervated,ɛnərveɪt,ɛnərveɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2739,vanish,vanished,vænɪʃ,vænɪʃt,-t,Reg,No,-t,105.0
2740,chase,chased,ʧeɪs,ʧeɪst,-t,Reg,Yes,-t,28.0
2741,detonate,detonated,dɛtəneɪt,dɛtəneɪtɪd,-ɪd,Reg,No,-ɪd,3.0
2742,churn,churned,ʧərn,ʧərnd,-d,Reg,No,-d,7.0
2743,seduce,seduced,sɪdus,sɪdust,-t,Reg,No,-t,15.0
2744,mint,minted,mɪnt,mɪntɪd,-ɪd,Reg,No,-ɪd,2.0
2745,belong,belonged,bɪlɔŋ,bɪlɔŋd,-d,Reg,Yes,-d,84.0
2746,shorten,shortened,ʃɔrtən,ʃɔrtənd,-d,Reg,No,-d,10.0
2747,butcher,butchered,bʊʧər,bʊʧərd,-d,Reg,No,-d,6.0
2748,discredit,discredited,dɪskrɛdɪt,dɪskrɛdɪtɪd,-ɪd,Reg,No,-ɪd,8.0
2749,emphasize,emphasized,ɛmfəsaɪz,ɛmfəsaɪzd,-d,Reg,No,-d,52.0
2750,bristle,bristled,brɪsəl,brɪsəld,-d,Reg,No,-d,6.0
2751,advise,advised,ədvaɪz,ədvaɪzd,-d,Reg,No,-d,74.0
2752,revolt,revolted,rɪvoʊlt,rɪvoʊltɪd,-ɪd,Reg,No,-ɪd,6.0
2753,blanch,blanched,blænʧ,blænʧt,-t,Reg,No,-t,7.0
2754,itch,itched,ɪʧ,ɪʧt,-t,Reg,No,-t,2.0
2755,teeter,teetered,titər,titərd,-d,Reg,No,-d,4.0
2756,crystallize,crystallized,krɪstəlaɪz,krɪstəlaɪzd,-d,Reg,No,-d,9.0
2757,negotiate,negotiated,nɪgoʊʃieɪt,nɪgoʊʃieɪtɪd,-ɪd,Reg,No,-ɪd,19.0
2758,cement,cemented,sɪmɛnt,sɪmɛntɪd,-ɪd,Reg,No,-ɪd,5.0
2759,alert,alerted,ələrt,ələrtɪd,-ɪd,Reg,No,-ɪd,15.0
2760,impede,impeded,ɪmpid,ɪmpidɪd,-ɪd,Reg,No,-ɪd,6.0
2761,aggregate,aggregated,ægrəgeɪt,ægrəgeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
2762,unveil,unveiled,ənveɪl,ənveɪld,-d,Reg,No,-d,6.0
2763,nickname,nicknamed,nɪkneɪm,nɪkneɪmd,-d,Reg,No,-d,5.0
2764,stack,stacked,stæk,stækt,-t,Reg,No,-t,27.0
2765,lower,lowered,loʊər,loʊərd,-d,Reg,No,-d,81.0
2766,swish,swished,swɪʃ,swɪʃt,-t,Reg,No,-t,1.0
2767,earmark,earmarked,ɪrmɑrk,ɪrmɑrkt,-t,Reg,No,-t,7.0
2768,supersede,superseded,supərsid,supərsidɪd,-ɪd,Reg,No,-ɪd,9.0
2769,reconsider,reconsidered,rikənsɪdər,rikənsɪdərd,-d,Reg,No,-d,3.0
2770,halve,halved,hæv,hævd,-d,Reg,No,-d,9.0
2771,cheek,cheeked,ʧik,ʧikt,-t,Reg,No,-t,1.0
2772,unbalance,unbalanced,ənbæləns,ənbælənst,-t,Reg,No,-t,1.0
2773,grind,ground,graɪnd,graʊnd,ɪ-ʊ,Irreg,No,vowel change,54.0
2774,tarnish,tarnished,tɑrnɪʃ,tɑrnɪʃt,-t,Reg,No,-t,8.0
2775,cheer,cheered,ʧɪr,ʧɪrd,-d,Reg,Yes,-d,22.0
2776,edge,edged,ɛʤ,ɛʤd,-d,Reg,No,-d,20.0
2777,moult,moulted,moʊt,moʊtɪd,-ɪd,Reg,No,-ɪd,1.0
2778,massage,massaged,məsɑʒ,məsɑʒd,-d,Reg,No,-d,4.0
2779,withdraw,withdrew,wɪθdrɔ,wɪθdru,ɔ-u,Irreg,No,vowel change,46.0
2780,toil,toiled,tɔɪl,tɔɪld,-d,Reg,No,-d,5.0
2782,recant,recanted,rikænt,rikæntɪd,-ɪd,Reg,No,-ɪd,1.0
2783,spend,spent,spɛnd,spɛnt,d-t,Irreg,Yes,weak,496.0
2784,howl,howled,haʊl,haʊld,-d,Reg,Yes,-d,10.0
2785,bandage,bandaged,bændɪʤ,bændɪʤd,-d,Reg,No,-d,8.0
2787,abstain,abstained,əbsteɪn,əbsteɪnd,-d,Reg,No,-d,3.0
2788,endeavour,endeavoured,ɪndɛvər,ɪndɛvərd,-d,Reg,No,-d,6.0
2789,knot,knotted,nɑt,nɑtɪd,-ɪd,Reg,No,-ɪd,16.0
2790,shoo,shooed,ʃu,ʃud,-d,Reg,No,-d,2.0
2791,emblazon,emblazoned,ɛmbleɪzən,ɛmbleɪzənd,-d,Reg,No,-d,2.0
2792,vacuum,vacuumed,vækjum,vækjumd,-d,Reg,No,-d,1.0
2793,salve,salved,sɑv,sɑvd,-d,Reg,No,-d,1.0
2794,divulge,divulged,dɪvʌlʤ,dɪvʌlʤd,-d,Reg,No,-d,2.0
2795,segregate,segregated,sɛgrəgeɪt,sɛgrəgeɪtɪd,-ɪd,Reg,No,-ɪd,5.0
2796,atrophy,atrophied,ætrəfi,ætrəfid,-d,Reg,No,-d,2.0
2797,shape,shaped,ʃeɪp,ʃeɪpt,-t,Reg,Yes,-t,23.0
2798,countervail,countervailed,kaʊntərveɪl,kaʊntərveɪld,-d,Reg,No,-d,1.0
2799,mob,mobbed,mɑb,mɑbd,-d,Reg,No,-d,2.0
2800,elect,elected,ɪlɛkt,ɪlɛktɪd,-ɪd,Reg,No,-ɪd,103.0
2801,shepherd,shepherded,ʃɛpərd,ʃɛpərdɪd,-ɪd,Reg,No,-ɪd,2.0
